GRIN_Accession,observation_value
PI567401,V
PI567402,V
PI567407,V
PI567408,V
PI567411,V
PI567413,V
PI567414,V
PI567439,V
PI567459,V
PI567472,V
PI567517,V
PI567521,V
PI567553,V
PI567613,V
PI567634,V
PI567635,V
PI567657,V
PI567670,V
PI567680,V
PI567736,V
PI567759,V
PI567763,V
PI567764,V
PI567766,V
PI567904,V
PI568238,V
PI572239,V
PI572239,V
PI578358,V
PI578359,V
PI578438,V
PI578441,V
PI578461,V
PI578480,V
PI578484,V
PI578888,V
PI578889,V
PI583287,V
PI583288,V
PI583370,V
PI583371,V
PI81780S,V
PI82184S,V
PI84632S,V
PI85666S,V
PI86045S,V
PI86113S,V
PI89154S,V
PI91159S,V
PI93055S,V
PI103419A,V
PI123577A,V
PI339863B,V
PI339863A,V
PI339864B,V
PI340021B,V
PI355067S,V
PI355069S,V
PI355070S,V
PI407786B,V
PI407788C,V
PI407790-2,V
PI407790-1,V
PI407808-2,V
PI407808-1,V
PI407814-2,V
PI407814-1,V
PI407821B,V
PI407833C,V
PI407833B,V
PI407839-1,V
PI407859-2,V
PI407859-1,V
PI407867C,V
PI407874-2,V
PI407874-1,V
PI407877C,V
PI407890-2,V
PI407890-1,V
PI407892B,V
PI407950-2,V
PI407950-1,V
PI407961-1,V
PI407961-2,V
PI407962-2,V
PI407962-1,V
PI407966C,V
PI407973B,V
PI407975B,V
PI407986B,V
PI407998B,V
PI407998D,V
PI407999-2,V
PI407999-1,V
PI408003-1,V
PI408004-2,V
PI408040-2,V
PI408040-1,V
PI408055D,V
PI408066B,V
PI408068C,V
PI408076C,V
PI408079B,V
PI408084C,V
PI408084A,V
PI408094-2,V
PI408094-1,V
PI408095C,V
PI408100A,V
PI408110B,V
PI408134B,V
PI408134C,V
PI408166C,V
PI408167C,V
PI408167B,V
PI408167A,V
PI408180-2,V
PI408180-1,V
PI408181B,V
PI408181C,V
PI408186A,V
PI408186C,V
PI408191A,V
PI408192-2,V
PI408192-1,V
PI408200B,V
PI408206-2,V
PI408206-1,V
PI408207-2,V
PI408207-1,V
PI408215B,V
PI408221C,V
PI408226B,V
PI408228A,V
PI408229B,V
PI408238-1,V
PI408238-2,V
PI408246-2,V
PI408246-1,V
PI408270C,V
PI408285C,V
PI408293-2,V
PI408294B,V
PI408307B,V
PI408308B,V
PI408308A,V
PI408311-2,V
PI408327B,V
PI408332C,V
PI417135B,V
PI417309B,V
PI417414A,V
PI417472D,V
PI423781B,V
PI423781A,V
PI423799C,V
PI423827B,V
PI423837B,V
PI423901-2,V
PI423901-1,V
PI423914B,V
PI424137B,V
PI424137A,V
PI424141B,V
PI424141A,V
PI424156C,V
PI424156D,V
PI424178B,V
PI424178A,V
PI424182A,V
PI424222C,V
PI424222B,V
PI424251B,V
PI424269C,V
PI424269B,V
PI424294C,V
PI424296C,V
PI424300B,V
PI424309B,V
PI424324B,V
PI424337-1,V
PI424340B,V
PI424340A,V
PI424491B,V
PI424493B,V
PI424558B,V
PI424605B,V
PI430600B,V
PI430600A,V
PI437586B,V
PI437586C,V
PI438282A,V
PI438302B,V
PI442003A,V
PI442009B,V
PI442009A,V
PI458024B,V
PI458045B,V
PI458070C,V
PI458070D,V
PI458072B,V
PI458085B,V
PI458150C,V
PI458150A,V
PI458172B,V
PI458230B,V
PI458278B,V
PI458278A,V
PI458281B,V
PI458306B,V
PI506550A,V
PI506550B,V
PI507095B,V
PI509091A,V
PI509091B,V
PI509110A,V
PI509110B,V
PI518291B,V
PI548402S,V
PI548422S,V
PI549021B,V
PI549023A,V
PI549023B,V
PI549027B,V
PI561287B,V
PI424038B,V
PI549045B,V
PI588051,V
PI587990,V
PI587995,V
PI588002,V
PI588009,V
PI587969,V
PI587971,V
PI587975,V
PI587860,V
PI587836,V
PI587848,V
PI587819,V
PI587796,V
PI587803,V
PI587805,V
PI587772,V
PI587773,V
PI587752,V
PI587758,V
PI587728,V
PI587729,V
PI587734,V
PI587744,V
PI587713,V
PI587715,V
PI587717,V
PI587718,V
PI587722,V
PI587724,V
PI587690,V
PI587696,V
PI587667,V
PI587639,V
PI587640,V
PI587645,V
PI587646,V
PI587648,V
PI587649,V
PI587650,V
PI587651,V
PI587652,V
PI587619,V
PI587629,V
PI587589,V
PI587561,V
PI590233,V
PI590234,V
PI590238,V
PI590239,V
PI590248,V
PI590536,V
PI591050,V
PI591051,V
PI591565,V
PI591566,V
PI538402A,V
PI567290B,V
PI567299A,V
PI567299B,V
PI567300B,V
PI567303B,V
PI567310A,V
PI567316A,V
PI567321B,V
PI567333B,V
PI567335B,V
PI567336C,V
PI567349A,V
PI567352C,V
PI567355A,V
PI567355B,V
PI567370B,V
PI567373B,V
PI567375C,V
PI567375D,V
PI567377A,V
PI567379A,V
PI567379B,V
PI567379C,V
PI567381B,V
PI567382A,V
PI567382B,V
PI567382C,V
PI567389B,V
PI567396C,V
PI567396D,V
PI567404C,V
PI567409B,V
PI567415B,V
PI567441C,V
PI567445C,V
PI567447D,V
PI567466B,V
PI567507E,V
PI567568B,V
PI567629A,V
PI567629B,V
PI567650D,V
PI567667C,V
PI567682A,V
PI567682B,V
PI567742B,V
PI567751C,V
PI567755C,V
PI567779C,V
PI567269B,V
PI567269C,V
PI567269D,V
PI567269A,V
PI567270C,V
PI567270B,V
PI567181B,V
PI567189B,V
PI567234A,V
PI567234B,V
PI567234C,V
PI574476C,V
PI572265B,V
PI572265C,V
PI572265A,V
PI567060A,V
PI578329A,V
PI578329B,V
PI578335A,V
PI578335B,V
PI578437A,V
PI578446B,V
PI578473C,V
PI578478B,V
PI593653,V
PI592903,V
PI592906,V
PI592914,V
PI593988,V
PI593992,V
PI593994,V
PI593996,V
PI594001,V
PI594002,V
PI594003,V
PI594006,V
PI594007,V
PI594008,V
PI594012,V
PI594013,V
PI594191,V
PI594212,V
PI594267,V
PI594386,V
PI594719,V
PI594392,V
PI594437,V
PI594468,V
PI594477,V
PI594579,V
PI594594,V
PI594595,V
PI594602,V
PI594636,V
PI594640,V
PI594643,V
PI594651,V
PI594653,V
PI594654,V
PI594655,V
PI594656,V
PI594657,V
PI594658,V
PI594661,V
PI594663,V
PI594665,V
PI594667,V
PI594668,V
PI594669,V
PI594671,V
PI594672,V
PI594675,V
PI594677,V
PI594678,V
PI594679,V
PI594680,V
PI594681,V
PI594697,V
PI594698,V
PI594702,V
PI594704,V
PI594705,V
PI594706,V
PI594775,V
PI594776,V
PI594781,V
PI594797,V
PI594806,V
PI594814,V
PI594816,V
PI594829,V
PI594843,V
PI594847,V
PI594854,V
PI594856,V
PI594864,V
PI594866,V
PI594867,V
PI594870,V
PI594880,V
PI594881,V
PI594884,V
PI594887,V
PI594400,V
PI594416,V
PI594421,V
PI594428,V
PI594429,V
PI594431,V
PI594432,V
PI594623,V
PI594922,V
PI587575B,V
PI587577B,V
PI587577C,V
PI587577G,V
PI587585A,V
PI587585B,V
PI587600C,V
PI587604A,V
PI587604C,V
PI587608B,V
PI587625A,V
PI587643A,V
PI587674B,V
PI587712B,V
PI587716C,V
PI587788A,V
PI587814A,V
PI587820B,V
PI587821B,V
PI587892A,V
PI587968A,V
PI587973A,V
PI587985B,V
PI587994B,V
PI587998F,V
PI587998G,V
PI588005A,V
PI588005B,V
PI588008D,V
PI588014A,V
PI588024B,V
PI588027C,V
PI588027D,V
PI588052C,V
PI588053B,V
PI587600B,V
PI587642B,V
PI587647B,V
PI587577E,V
PI587585D,V
PI587620D,V
PI587631A,V
PI587643B,V
PI587714B,V
PI587820A,V
PI587970B,V
PI587987B,V
PI587606B,V
PI587973B,V
PI587753B,V
PI587809B,V
PI587814B,V
PI587846A,V
PI587976C,V
PI587994A,V
PI588011A,V
PI587996A,V
PI587577F,V
PI587585C,V
PI587606E,V
PI587647A,V
PI587712A,V
PI587714A,V
PI587719B,V
PI587753A,V
PI587821A,V
PI587970A,V
PI587984A,V
PI588005C,V
PI588007A,V
PI588015D,V
PI588021A,V
PI588024A,V
PI588050B,V
PI587598A,V
PI587604B,V
PI587612A,V
PI587968C,V
PI587577A,V
PI587588B,V
PI587719A,V
PI587809A,V
PI587986B,V
PI587577D,V
PI587642A,V
PI587986A,V
PI588053A,V
PI567310B,V
PI567344B,V
PI578488B,V
PI578491B,V
PI578498B,V
PI578488A,V
PI578491A,V
PI595626,V
PI595691,V
PI595765,V
PI567325B,V
PI596414,V
PI596540,V
PI597388,V
PI597469,V
PI597470,V
PI597473,V
PI597476,V
PI598358,V
PI601983,V
PI601985,V
PI602493,V
PI602496,V
PI603154,V
PI603161,V
PI603163,V
PI603164,V
PI603168,V
PI603173,V
PI603178,V
PI603461,V
PI603499,V
PI603500,V
PI603507,V
PI603508,V
PI603510,V
PI603518,V
PI603523,V
PI603565,V
PI603572,V
PI603577,V
PI603578,V
PI603580,V
PI603581,V
PI603584,V
PI603588,V
PI603591,V
PI603609,V
PI603616,V
PI603619,V
PI603624,V
PI603625,V
PI603635,V
PI603638,V
PI603649,V
PI603688,V
PI603689,V
PI603700,V
PI603713,V
PI603714,V
PI603720,V
PI603776,V
PI603782,V
PI603783,V
PI603907,V
PI605753,V
PI605756,V
PI605769,V
PI605773,V
PI605774,V
PI605776,V
PI605788,V
PI605802,V
PI605807,V
PI605808,V
PI605812,V
PI605813,V
PI605820,V
PI605829,V
PI605836,V
PI605838,V
PI605848,V
PI605849,V
PI605852,V
PI605855,V
PI605856,V
PI605858,V
PI605860,V
PI605867,V
PI605868,V
PI605875,V
PI605878,V
PI605879,V
PI605880,V
PI605892,V
PI605893,V
PI605901,V
PI605902,V
PI605908,V
PI606362,V
PI606364,V
PI606372,V
PI606376,V
PI606386,V
PI606387,V
PI606391,V
PI606396,V
PI606403,V
PI606408,V
PI606409,V
PI606410,V
PI606412,V
PI606415,V
PI606427,V
PI606433,V
PI606442,V
PI606444,V
PI423743A,V
PI423743B,V
PI423743C,V
PI476905A,V
PI593993A,V
PI593993B,V
PI593995A,V
PI593999A,V
PI594005A,V
PI594005B,V
PI594005C,V
PI594005E,V
PI594014A,V
PI594014B,V
PI594023A,V
PI594225A,V
PI594225B,V
PI594397A,V
PI594397B,V
PI594415B,V
PI594418A,V
PI594418B,V
PI594418C,V
PI594418D,V
PI594430C,V
PI594430D,V
PI594430E,V
PI594480A,V
PI594480B,V
PI594486C,V
PI594492A,V
PI594492B,V
PI594567B,V
PI594567D,V
PI594568A,V
PI594568B,V
PI594605A,V
PI594605B,V
PI594614B,V
PI594627A,V
PI594627B,V
PI594631A,V
PI594631B,V
PI594635C,V
PI594650B,V
PI594652A,V
PI594652B,V
PI594659A,V
PI594659B,V
PI594659C,V
PI594660A,V
PI594660B,V
PI594660C,V
PI594660D,V
PI594662A,V
PI594662B,V
PI594683A,V
PI594683B,V
PI594683C,V
PI594700A,V
PI594700B,V
PI594711A,V
PI594711B,V
PI594784A,V
PI594784B,V
PI594792A,V
PI594792B,V
PI594809A,V
PI594809B,V
PI594810A,V
PI594828A,V
PI594828B,V
PI594832A,V
PI594858A,V
PI594858B,V
PI594875A,V
PI594885A,V
PI607528,V
PI612146,V
PI612608,V
PI612608,V
PI612609,V
PI612613,V
PI603530A,V
PI603530B,V
PI603530C,V
PI603537A,V
PI603537B,V
PI603538A,V
PI603538B,V
PI603615A,V
PI603637A,V
PI603673E,V
PI603677A,V
PI603677B,V
PI603681A,V
PI603681B,V
PI603685B,V
PI603693A,V
PI603731A,V
PI603732A,V
PI603732B,V
PI603458C,V
PI603472C,V
PI603472D,V
PI603495B,V
PI603511C,V
PI603527B,V
PI603543E,V
PI603544B,V
PI603563C,V
PI603573B,V
PI603576B,V
PI603910D,V
PI603910C,V
PI407941A,V
PI603685A,V
PI603176B,V
PI603570D,V
PI613195,V
PI613195,V
PI614732,V
PI603741A,V
PI603741B,V
PI615443,V
PI615448,V
PI615456,V
PI615457,V
PI615464,V
PI615467,V
PI615470,V
PI615475,V
PI615482,V
PI615484,V
PI615487,V
PI615488,V
PI615496,V
PI615497,V
PI615500,V
PI615502,V
PI615505,V
PI615507,V
PI615508,V
PI605758B,V
PI605780B,V
PI605781B,V
PI605781D,V
PI605786C,V
PI605789A,V
PI605789B,V
PI605789D,V
PI605791B,V
PI605805B,V
PI605806A,V
PI605806B,V
PI605809A,V
PI605810A,V
PI605810B,V
PI605810C,V
PI605826E,V
PI605827B,V
PI605827C,V
PI605828C,V
PI605830B,V
PI605831A,V
PI605831B,V
PI605832A,V
PI605834B,V
PI605839C,V
PI605840A,V
PI605844C,V
PI605845C,V
PI605850B,V
PI605853A,V
PI605853B,V
PI605853C,V
PI605854A,V
PI605854B,V
PI605857A,V
PI605859A,V
PI605859B,V
PI605861B,V
PI605862A,V
PI605863A,V
PI605865A,V
PI605869A,V
PI605869B,V
PI605870A,V
PI605870B,V
PI605871B,V
PI605876F,V
PI605877B,V
PI605877E,V
PI605877F,V
PI605882A,V
PI605884E,V
PI605884F,V
PI605885A,V
PI605885B,V
PI605886A,V
PI605886D,V
PI605886E,V
PI605887A,V
PI605887B,V
PI605891A,V
PI605891D,V
PI605896C,V
PI605897A,V
PI605818B,V
PI605821C,V
PI605824A,V
PI606418B,V
PI606432A,V
PI606432B,V
PI606438B,V
PI605799B,V
PI605841B,V
PI605865B,V
PI605877A,V
PI605789C,V
PI605805A,V
PI605828A,V
PI605839B,V
PI605850A,V
PI605857B,V
PI605863B,V
PI605876A,V
PI605884A,V
PI605890B,V
PI605897C,V
PI605817D,V
PI615582,V
PI605909A,V
PI605909B,V
PI605809B,V
PI618809,V
PI619083,V
PI619232,V
PI605874B,V
PI628799,V
PI628812,V
PI628819,V
PI628821,V
PI628840,V
PI628854,V
PI628856,V
PI628858,V
PI628869,V
PI628870,V
PI628871,V
PI628872,V
PI628873,V
PI628876,V
PI628878,V
PI628879,V
PI628880,V
PI628881,V
PI628884,V
PI628909,V
PI628910,V
PI628911,V
PI628920,V
PI628923,V
PI628926,V
PI628952,V
PI630984,V
PI631122,V
PI632418,V
PI632637,V
PI632643,V
PI632644,V
PI632646,V
PI632650,V
PI632654,V
PI632655,V
PI632657,V
PI632658,V
PI632666,V
PI632668,V
PI606369A,V
PI606369B,V
PI606397A,V
PI606397B,V
PI632905,V
PI632933,V
PI632936,V
PI632950,V
PI633567,V
PI633609,V
PI605874C,V
PI605876G,V
PI633970,V
PI613559A,V
PI632942A,V
PI634193,V
PI615509A,V
PI615509B,V
PI615510A,V
PI615510B,V
PI615510C,V
PI632935A,V
PI632935B,V
PI632945A,V
PI632945B,V
PI635039,V
PI636002,V
PI632636B,V
PI632639D,V
PI632640C,V
PI636463,V
PI632641B,V
PI632944D,V
PI632656A,V
PI632656B,V
PI632663A,V
PI632663B,V
PI639540,V
PI639564,V
PI639565,V
PI639569,V
PI639570,V
PI639573,V
PI639574,V
PI639575,V
PI639576,V
PI648270,V
PI653847,V
PI653853,V
PI653857,V
PI653860,V
PI653864,V
PI653866,V
PI653868,V
PI653869,V
PI653872,V
PI653878,V
PI653879,V
PI653880,V
PI653893,V
PI653895,V
PI653896,V
PI653897,V
PI653898,V
PI653901,V
PI653903,V
PI653909,V
PI653910,V
PI653911,V
PI653920,V
PI653921,V
PI653926,V
PI653938,V
PI653944,V
PI653950,V
PI653953,V
PI653956,V
PI653957,V
PI653961,V
PI653962,V
PI653967,V
PI653970,V
PI653971,V
PI653975,V
PI653978,V
PI653981,V
PI653990,V
PI653993,V
PI653995,V
PI654001,V
PI654004,V
PI654006,V
PI654008,V
PI654016,V
PI654017,V
PI654023,V
PI654024,V
PI654027,V
PI654031,V
PI654032,V
PI654033,V
PI507509B,V
PI507509A,V
PI653890B,V
PI654030B,V
PI654030A,V
PI653899A,V
PI653899B,V
PI653902A,V
PI653902B,V
PI653916A,V
PI654044A,V
PI654044B,V
PI654825A,V
PI653924A,V
PI653924B,V
PI653924C,V
PI653846A,V
PI653846B,V
PI653849A,V
PI653849B,V
PI653875A,V
PI653875B,V
PI653876B,V
PI653888A,V
PI653888B,V
PI653894A,V
PI653894B,V
PI653912A,V
PI653912B,V
PI653943A,V
PI654011B,V
PI653979B,V
PI654007B,V
PI654019A,V
PI654019B,V
PI654022A,V
PI654022D,V
PI654022B,V
PI654022C,V
PI654025A,V
PI654025B,V
PI654026C,V
PI653980B,V
PI654035B,V
PI654030C,V
FC3659,VI
FC3981,VI
FC31665,VI
FC31700,VI
FC31709,VI
FC31721,VI
FC31745,VI
FC31933,VI
FC31935,VI
FC31943,VI
FC32175,VI
PI36906,VI
PI54610,VI
PI59845,VI
PI71667,VI
PI71677,VI
PI79825,VI
PI79862,VI
PI80468,VI
PI80476,VI
PI81029,VI
PI81037,VI
PI82312,VI
PI84734,VI
PI85010,VI
PI85465,VI
PI85476,VI
PI85490,VI
PI86091,VI
PI86109,VI
PI86490,VI
PI86543,VI
PI86904,VI
PI87002,VI
PI87968,VI
PI88461,VI
PI89775,VI
PI90406,VI
PI90495,VI
PI90499,VI
PI90577,VI
PI90768,VI
PI92567,VI
PI92601,VI
PI94159,VI
PI95860,VI
PI95969,VI
PI96035,VI
PI96089,VI
PI96257,VI
PI96354,VI
PI97150,VI
PI97161,VI
PI123440,VI
PI148260,VI
PI157469,VI
PI157475,VI
PI157476,VI
PI157488,VI
PI159321,VI
PI159322,VI
PI165672,VI
PI165673,VI
PI166147,VI
PI170886,VI
PI170887,VI
PI170888,VI
PI170889,VI
PI170890,VI
PI170891,VI
PI170892,VI
PI171436,VI
PI171437,VI
PI171439,VI
PI171440,VI
PI171441,VI
PI171443,VI
PI171444,VI
PI174862,VI
PI174863,VI
PI175174,VI
PI175187,VI
PI175189,VI
PI175192,VI
PI175193,VI
PI175194,VI
PI175195,VI
PI175196,VI
PI175198,VI
PI175199,VI
PI181556,VI
PI181559,VI
PI181561,VI
PI187156,VI
PI200446,VI
PI200461,VI
PI200483,VI
PI200497,VI
PI200502,VI
PI200505,VI
PI200553,VI
PI201421,VI
PI201422,VI
PI201428,VI
PI201431,VI
PI205384,VI
PI208432,VI
PI209333,VI
PI209908,VI
PI212604,VI
PI212605,VI
PI212606,VI
PI212716,VI
PI215693,VI
PI215811,VI
PI219656,VI
PI219698,VI
PI219732,VI
PI221713,VI
PI221714,VI
PI221717,VI
PI221972,VI
PI222397,VI
PI229320,VI
PI229337,VI
PI229346,VI
PI230974,VI
PI230976,VI
PI230978,VI
PI230979,VI
PI243526,VI
PI253662,VI
PI284815,VI
PI303653,VI
PI312222,VI
PI319525,VI
PI319529,VI
PI319530,VI
PI319531,VI
PI322694,VI
PI322695,VI
PI324066,VI
PI340050,VI
PI341264,VI
PI346301,VI
PI360839,VI
PI365426,VI
PI366036,VI
PI368037,VI
PI368038,VI
PI368039,VI
PI371607,VI
PI371609,VI
PI374219,VI
PI374220,VI
PI374221,VI
PI377575,VI
PI377576,VI
PI377577,VI
PI379620,VI
PI379621,VI
PI379622,VI
PI381656,VI
PI381662,VI
PI381663,VI
PI381665,VI
PI381671,VI
PI381673,VI
PI381674,VI
PI381675,VI
PI381676,VI
PI381677,VI
PI381678,VI
PI381679,VI
PI381683,VI
PI381684,VI
PI381685,VI
PI398192,VI
PI398194,VI
PI398195,VI
PI398220,VI
PI398254,VI
PI398292,VI
PI398309,VI
PI398332,VI
PI398361,VI
PI398372,VI
PI398391,VI
PI398434,VI
PI398460,VI
PI398469,VI
PI398473,VI
PI398479,VI
PI398546,VI
PI398556,VI
PI398557,VI
PI398570,VI
PI398575,VI
PI398578,VI
PI398580,VI
PI398592,VI
PI398598,VI
PI398606,VI
PI398611,VI
PI398635,VI
PI398646,VI
PI398648,VI
PI398718,VI
PI398719,VI
PI398721,VI
PI398724,VI
PI398729,VI
PI398731,VI
PI398732,VI
PI398734,VI
PI398736,VI
PI398742,VI
PI398769,VI
PI398771,VI
PI398781,VI
PI398789,VI
PI398794,VI
PI398817,VI
PI398824,VI
PI398826,VI
PI398827,VI
PI398850,VI
PI398853,VI
PI398896,VI
PI398925,VI
PI398945,VI
PI398950,VI
PI398952,VI
PI398956,VI
PI398966,VI
PI398967,VI
PI398973,VI
PI398978,VI
PI398983,VI
PI398998,VI
PI398999,VI
PI399041,VI
PI399047,VI
PI399048,VI
PI399049,VI
PI399053,VI
PI399061,VI
PI399087,VI
PI399088,VI
PI399090,VI
PI399102,VI
PI399104,VI
PI407738,VI
PI407743,VI
PI407744,VI
PI407771,VI
PI407801,VI
PI407935,VI
PI407945,VI
PI407964,VI
PI407967,VI
PI407969,VI
PI407997,VI
PI408007,VI
PI408030,VI
PI408043,VI
PI408044,VI
PI408061,VI
PI408085,VI
PI408101,VI
PI408220,VI
PI408240,VI
PI408241,VI
PI408253,VI
PI408254,VI
PI408257,VI
PI408266,VI
PI408276,VI
PI408340,VI
PI408342,VI
PI408345,VI
PI416754,VI
PI416760,VI
PI416766,VI
PI416767,VI
PI416781,VI
PI416783,VI
PI416787,VI
PI416790,VI
PI416794,VI
PI416796,VI
PI416798,VI
PI416804,VI
PI416809,VI
PI416812,VI
PI416848,VI
PI416876,VI
PI416877,VI
PI416885,VI
PI416895,VI
PI416903,VI
PI416907,VI
PI416912,VI
PI416922,VI
PI416924,VI
PI416925,VI
PI416927,VI
PI416932,VI
PI416933,VI
PI416937,VI
PI416951,VI
PI416955,VI
PI416962,VI
PI416969,VI
PI417011,VI
PI417031,VI
PI417038,VI
PI417083,VI
PI417097,VI
PI417099,VI
PI417158,VI
PI417164,VI
PI417181,VI
PI417188,VI
PI417194,VI
PI417197,VI
PI417203,VI
PI417204,VI
PI417212,VI
PI417213,VI
PI417216,VI
PI417220,VI
PI417221,VI
PI417223,VI
PI417224,VI
PI417252,VI
PI417256,VI
PI417266,VI
PI417267,VI
PI417273,VI
PI417277,VI
PI417310,VI
PI417330,VI
PI417357,VI
PI417358,VI
PI417372,VI
PI417374,VI
PI417375,VI
PI417376,VI
PI417378,VI
PI417379,VI
PI417405,VI
PI417406,VI
PI417407,VI
PI417408,VI
PI417409,VI
PI417410,VI
PI417416,VI
PI417421,VI
PI417422,VI
PI417427,VI
PI417444,VI
PI417469,VI
PI417473,VI
PI417475,VI
PI417477,VI
PI417490,VI
PI417503,VI
PI417561,VI
PI417562,VI
PI417563,VI
PI423724,VI
PI423727,VI
PI423755,VI
PI423762,VI
PI423773,VI
PI423780,VI
PI423786,VI
PI423807,VI
PI423821,VI
PI423822,VI
PI423824,VI
PI423831,VI
PI423840,VI
PI423849,VI
PI423852,VI
PI423853,VI
PI423859,VI
PI423861,VI
PI423876,VI
PI423878,VI
PI423895,VI
PI423898,VI
PI423900,VI
PI423905,VI
PI423907,VI
PI423915,VI
PI423918,VI
PI423921,VI
PI423925,VI
PI423931,VI
PI423965,VI
PI423969,VI
PI423978,VI
PI423986,VI
PI424139,VI
PI424142,VI
PI424145,VI
PI424146,VI
PI424147,VI
PI424161,VI
PI424163,VI
PI424174,VI
PI424185,VI
PI424290,VI
PI424304,VI
PI424333,VI
PI424360,VI
PI424361,VI
PI424371,VI
PI424375,VI
PI424376,VI
PI424378,VI
PI424390,VI
PI424391,VI
PI424392,VI
PI424415,VI
PI424416,VI
PI424433,VI
PI424434,VI
PI424437,VI
PI424438,VI
PI424439,VI
PI424442,VI
PI424447,VI
PI424453,VI
PI424456,VI
PI424461,VI
PI424464,VI
PI424473,VI
PI424478,VI
PI424501,VI
PI424502,VI
PI424534,VI
PI424585,VI
PI424591,VI
PI424594,VI
PI424595,VI
PI424598,VI
PI424601,VI
PI424603,VI
PI427241,VI
PI430736,VI
PI436565,VI
PI436567,VI
PI437591,VI
PI437667,VI
PI437696,VI
PI437708,VI
PI437717,VI
PI437726,VI
PI437730,VI
PI438280,VI
PI438342,VI
PI438426,VI
PI438431,VI
PI438438,VI
PI442014,VI
PI442020,VI
PI458027,VI
PI458059,VI
PI458092,VI
PI458107,VI
PI458122,VI
PI458124,VI
PI458154,VI
PI458155,VI
PI458167,VI
PI458187,VI
PI458196,VI
PI458206,VI
PI458210,VI
PI458212,VI
PI458213,VI
PI458219,VI
PI458220,VI
PI458228,VI
PI458241,VI
PI458243,VI
PI458245,VI
PI458251,VI
PI458257,VI
PI458260,VI
PI458264,VI
PI458265,VI
PI458270,VI
PI458274,VI
PI458305,VI
PI464932,VI
PI468130,VI
PI468131,VI
PI468964,VI
PI468966,VI
PI471903,VI
PI471927,VI
PI471940,VI
PI476885,VI
PI476897,VI
PI476900,VI
PI476907,VI
PI476908,VI
PI476910,VI
PI476916,VI
PI476918,VI
PI476921,VI
PI476925,VI
PI476929,VI
PI476930,VI
PI476932,VI
PI476934,VI
PI486335,VI
PI494181,VI
PI494851,VI
PI497966,VI
PI504507,VI
PI506471,VI
PI506473,VI
PI506483,VI
PI506484,VI
PI506486,VI
PI506493,VI
PI506494,VI
PI506495,VI
PI506496,VI
PI506497,VI
PI506500,VI
PI506501,VI
PI506502,VI
PI506503,VI
PI506505,VI
PI506513,VI
PI506514,VI
PI506518,VI
PI506530,VI
PI506531,VI
PI506533,VI
PI506534,VI
PI506536,VI
PI506537,VI
PI506539,VI
PI506540,VI
PI506543,VI
PI506544,VI
PI506545,VI
PI506546,VI
PI506551,VI
PI506554,VI
PI506559,VI
PI506561,VI
PI506564,VI
PI506566,VI
PI506567,VI
PI506568,VI
PI506569,VI
PI506571,VI
PI506577,VI
PI506578,VI
PI506580,VI
PI506584,VI
PI506589,VI
PI506593,VI
PI506604,VI
PI506605,VI
PI506606,VI
PI506611,VI
PI506612,VI
PI506613,VI
PI506614,VI
PI506615,VI
PI506617,VI
PI506619,VI
PI506620,VI
PI506621,VI
PI506622,VI
PI506624,VI
PI506628,VI
PI506640,VI
PI506643,VI
PI506644,VI
PI506648,VI
PI506649,VI
PI506650,VI
PI506653,VI
PI506656,VI
PI506664,VI
PI506667,VI
PI506670,VI
PI506675,VI
PI506687,VI
PI506689,VI
PI506691,VI
PI506695,VI
PI506702,VI
PI506704,VI
PI506706,VI
PI506708,VI
PI506712,VI
PI506714,VI
PI506719,VI
PI506725,VI
PI506736,VI
PI506738,VI
PI506739,VI
PI506740,VI
PI506741,VI
PI506742,VI
PI506743,VI
PI506744,VI
PI506747,VI
PI506748,VI
PI506750,VI
PI506753,VI
PI506754,VI
PI506761,VI
PI506763,VI
PI506768,VI
PI506772,VI
PI506773,VI
PI506775,VI
PI506776,VI
PI506777,VI
PI506778,VI
PI506786,VI
PI506792,VI
PI506795,VI
PI506796,VI
PI506798,VI
PI506802,VI
PI506822,VI
PI506827,VI
PI506828,VI
PI506871,VI
PI506878,VI
PI506884,VI
PI506885,VI
PI506886,VI
PI506888,VI
PI506902,VI
PI506904,VI
PI506905,VI
PI506907,VI
PI506908,VI
PI506910,VI
PI506921,VI
PI506922,VI
PI506926,VI
PI506938,VI
PI506939,VI
PI506946,VI
PI506948,VI
PI506950,VI
PI506952,VI
PI506953,VI
PI506955,VI
PI506956,VI
PI506962,VI
PI506964,VI
PI506965,VI
PI506966,VI
PI506967,VI
PI506968,VI
PI506970,VI
PI506971,VI
PI506972,VI
PI506974,VI
PI506976,VI
PI506978,VI
PI506979,VI
PI506980,VI
PI506984,VI
PI506991,VI
PI506996,VI
PI507001,VI
PI507003,VI
PI507006,VI
PI507007,VI
PI507009,VI
PI507011,VI
PI507012,VI
PI507013,VI
PI507014,VI
PI507030,VI
PI507033,VI
PI507036,VI
PI507037,VI
PI507044,VI
PI507045,VI
PI507049,VI
PI507050,VI
PI507057,VI
PI507068,VI
PI507069,VI
PI507070,VI
PI507074,VI
PI507078,VI
PI507084,VI
PI507085,VI
PI507088,VI
PI507099,VI
PI507102,VI
PI507103,VI
PI507105,VI
PI507109,VI
PI507111,VI
PI507112,VI
PI507113,VI
PI507114,VI
PI507115,VI
PI507116,VI
PI507118,VI
PI507119,VI
PI507120,VI
PI507122,VI
PI507136,VI
